timestamp,time_index,rms
2004-02-12 10:32:39,0,0.07417899856512641
2004-02-12 10:42:39,1,0.0753824568113952
2004-02-12 10:52:39,2,0.07622977446919957
2004-02-12 11:02:39,3,0.07872367646603015
2004-02-12 11:12:39,4,0.0784742907367801
2004-02-12 11:22:39,5,0.07831464139380748
2004-02-12 11:32:39,6,0.07863244325857206
2004-02-12 11:42:39,7,0.07777288022464862
2004-02-12 11:52:39,8,0.07902942984262298
2004-02-12 12:02:39,9,0.07571755989830327
2004-02-12 12:12:39,10,0.07924111648011849
2004-02-12 12:22:39,11,0.07763890808626901
2004-02-12 12:32:39,12,0.07740458087623138
2004-02-12 12:42:39,13,0.07986468720103294
2004-02-12 12:52:39,14,0.07921698007145116
2004-02-12 13:02:39,15,0.07866177721938732
2004-02-12 13:12:39,16,0.07845338360094839
2004-02-12 13:22:39,17,0.07762277416041902
2004-02-12 13:32:39,18,0.07782555832949042
2004-02-12 13:42:39,19,0.0789331606338952
2004-02-12 13:52:39,20,0.0790285478605875
2004-02-12 14:02:39,21,0.07936328499916957
2004-02-12 14:12:39,22,0.07948672040475169
2004-02-12 14:22:39,23,0.07975294340914277
2004-02-12 14:32:39,24,0.07938138784581789
2004-02-12 14:42:39,25,0.07759187944533502
2004-02-12 14:52:39,26,0.07774099563514603
2004-02-12 15:02:39,27,0.07751394405806944
2004-02-12 15:12:39,28,0.07827954401833741
2004-02-12 15:22:39,29,0.07886118143611615
2004-02-12 15:32:39,30,0.07858236746600702
2004-02-12 15:42:39,31,0.08023091764702943
2004-02-12 15:52:39,32,0.07742107025313374
2004-02-12 16:02:39,33,0.0790161246152887
2004-02-12 16:12:39,34,0.07823475415576206
2004-02-12 16:22:39,35,0.07812870584960675
2004-02-12 16:32:39,36,0.07686189103169928
2004-02-12 16:42:39,37,0.07986518700725126
2004-02-12 16:52:39,38,0.07742917473155342
2004-02-12 17:02:39,39,0.07846125605145453
2004-02-12 17:12:39,40,0.07859596045599299
2004-02-12 17:22:39,41,0.07866142681365153
2004-02-12 17:32:39,42,0.07762854039078118
2004-02-12 17:42:39,43,0.07820874324224428
2004-02-12 17:52:39,44,0.07808856431612242
2004-02-12 18:02:39,45,0.0764822624835942
2004-02-12 18:12:39,46,0.078913275367944
2004-02-12 18:22:39,47,0.07732266473953085
2004-02-12 18:32:39,48,0.07824754763529387
2004-02-12 18:42:39,49,0.07696982655053072
2004-02-12 18:52:39,50,0.07847964256337464
2004-02-12 19:02:39,51,0.0785395635148899
2004-02-12 19:12:39,52,0.07938090836770104
2004-02-12 19:22:39,53,0.07691333012919492
2004-02-12 19:32:39,54,0.07662792325938945
2004-02-12 19:42:39,55,0.07833920727505732
2004-02-12 19:52:39,56,0.07738031364276804
2004-02-12 20:02:39,57,0.07742347280137367
2004-02-12 20:12:39,58,0.07599751100981866
2004-02-12 20:22:39,59,0.078128858967194
2004-02-12 20:32:39,60,0.07866328497045989
2004-02-12 20:42:39,61,0.077126326340905
2004-02-12 20:52:39,62,0.07930147000233549
2004-02-12 21:02:39,63,0.07694261984132658
2004-02-12 21:12:39,64,0.07719940160015436
2004-02-12 21:22:39,65,0.07699636792620938
2004-02-12 21:32:39,66,0.07744607215215601
2004-02-12 21:42:39,67,0.07664165646604604
2004-02-12 21:52:39,68,0.07695564843578352
2004-02-12 22:02:39,69,0.07732470598877213
